,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Pres_avg,Precipitation,Date
1147,32.2,19.7,60.8,11.6,29.9,0,22-02-2004
1148,28.4,20.3,71.4,9.1,30,0,23-02-2004
1149,27.3,21,78.4,9.6,29.9,0,24-02-2004
1150,31,20,64.1,8.4,30.1,0,25-02-2004
1151,29.9,21.7,71.5,6.6,30.2,0,26-02-2004
1152,30.4,20.8,69.1,2.9,30.2,0,27-02-2004
1153,34.2,23.8,66.6,7.3,30.1,0,28-02-2004
1154,37.7,25.9,79.2,9.8,29.9,0,29-02-2004
1155,37.5,21.3,87.3,8,29.8,0,01-03-2004
1156,41.1,37.7,88.3,11.4,29.6,0,02-03-2004
1157,38.2,35.3,87.6,5.6,30,0,03-03-2004
1158,37.4,35.7,93.4,4.6,29.9,0,04-03-2004
1159,39,38,95.1,18,29.5,0,05-03-2004
1160,37.8,26,71.1,16.1,29.4,0,06-03-2004
1161,33.3,13.5,89.2,13.7,29.5,0,07-03-2004
1162,31.8,17.7,82.1,8.9,29.5,0,08-03-2004
1163,31.6,22.6,69.4,5.3,29.8,0,09-03-2004
1164,33.1,25.8,75.9,5.1,30.1,0,10-03-2004
1165,36.6,27.2,81.7,11,29.6,0,11-03-2004
1166,27.5,17.6,67.2,20.9,29.6,0,12-03-2004
1167,23.9,13.4,65.2,13.8,30.1,0,13-03-2004
1168,35.9,28.4,79.7,15,29.7,0,14-03-2004
1169,33.7,22.9,65.5,20.7,29.9,0,15-03-2004
1170,25.1,17,72.1,19.9,29.8,0,16-03-2004
1171,23.3,15,71.1,11,29.8,0,17-03-2004
1172,28.1,19.5,71.9,5.9,29.8,0,18-03-2004
1173,33,23.1,67,8.6,30.1,0,19-03-2004
1174,37.3,30.9,84.1,9.5,29.6,0,20-03-2004
1175,29.4,17.2,61.7,22.5,29.7,0,21-03-2004
1176,23.6,4.8,45.4,15.8,30,0,22-03-2004
1177,34.7,24.2,65.2,19.1,29.9,0,23-03-2004
1178,37.5,28.1,87.8,7.2,30,0,24-03-2004
1179,44.4,40.6,86.9,6.3,30,0,25-03-2004
1180,46.4,45.4,95.9,5,29.9,0,26-03-2004
1181,45.1,42.4,90.5,6.7,30.1,0,27-03-2004
1182,41,37,86.4,14.4,30.1,0,28-03-2004
1183,44.8,37.9,77.4,12.5,29.9,0,29-03-2004
1184,43,40.6,91.5,4,29.7,0,30-03-2004
1185,41.5,40.7,97.3,9.1,29.6,0,31-03-2004
1186,41.7,37.9,86,13.2,29.6,0,01-04-2004
1187,41.8,39.4,92,9,29.6,0,02-04-2004
1188,39.7,38.4,95.4,6.3,29.4,0,03-04-2004
1189,31.5,20,72.8,20.5,29.4,0,04-04-2004
1190,29.6,7.2,39.4,16.6,29.8,0,05-04-2004
1191,36.1,27.4,74.4,7.4,29.7,0,06-04-2004
1192,39.6,32.7,82.5,8.2,29.5,0,07-04-2004
1193,37.6,34.5,89.2,3.8,29.5,0,08-04-2004
1194,44.5,25,48.1,11.3,29.6,0,09-04-2004
1195,41.1,25.2,53.3,10.3,29.8,0,10-04-2004
1196,36.5,20.7,53.4,6.6,29.9,0,11-04-2004
1197,40.8,23,55.3,11.7,29.9,0,12-04-2004
1198,39,36.8,91.4,17.8,29.6,0,13-04-2004
1199,44.5,21,60.5,11.7,29.6,0,14-04-2004
1200,43.5,25.5,49.8,6.9,29.9,0,15-04-2004
1201,43.1,20.9,65.3,12.2,29.9,0,16-04-2004
1202,46.2,41.7,84.5,4.2,29.8,0,17-04-2004
1203,45.6,45.4,99.1,13.3,29.9,0,18-04-2004
1204,51.8,44.7,77.4,17.1,29.5,0,19-04-2004
1205,42.4,33.8,75.2,9.3,29.9,0,20-04-2004
1206,48.4,46.6,94,10.8,29.4,0,21-04-2004
1207,49.8,41.7,75,9.7,29.7,0,22-04-2004
1208,45.8,35.8,67.6,10.4,29.9,0,23-04-2004
1209,48,27.4,59.7,8,30,0,24-04-2004
1210,40.6,34.3,88,20,29.7,0,25-04-2004
1211,46.5,43,88,9.6,29.5,0,26-04-2004
1212,42.1,26.6,68.4,15,29.5,0,27-04-2004
1213,40,25.6,69,8.7,29.8,0,28-04-2004
1214,51.4,41.7,69.8,11.8,29.7,0,29-04-2004
1215,53.3,50.3,90.5,5.8,29.8,0,30-04-2004
1216,52.5,50.9,94.7,7.3,29.6,0,01-05-2004
1217,45.7,42,90.2,12.3,29.5,0,02-05-2004
1218,40.9,20.4,68.9,10.8,29.8,0,03-05-2004
1219,41.3,29.1,72.9,9.4,29.7,0,04-05-2004
1220,47.2,41.4,82.1,6.7,29.6,0,05-05-2004
1221,52.8,46.6,80.6,6.2,29.7,0,06-05-2004
1222,54.5,28.9,45.4,13.9,29.9,0,07-05-2004
1223,43.1,34,75.3,14.1,30,0,08-05-2004
1224,47.5,42.2,82.7,6.4,29.8,0,09-05-2004
1225,51.2,48.1,90.2,5.6,29.7,0,10-05-2004
1226,60,51.1,74.3,5.6,29.8,0,11-05-2004
1227,58.3,47.4,67.6,7.1,29.8,0,12-05-2004
1228,56.5,54.1,92.3,5.5,29.8,0,13-05-2004
1229,57.2,55.2,93.7,5.9,29.8,0,14-05-2004
1230,56.1,48.6,76.3,12.1,29.8,0,15-05-2004
1231,49.9,41.9,74.3,7.6,30.1,0,16-05-2004
1232,49.2,47.2,92.7,7.8,30,0,17-05-2004
1233,57.9,54.1,88.4,9.7,29.7,0,18-05-2004
1234,57,45.3,66.5,7.7,29.9,0,19-05-2004
1235,58.5,54.9,88.6,9.2,29.7,0,20-05-2004
1236,58.7,55.5,89.6,5.4,29.8,0,21-05-2004
1237,53.3,46.7,79.5,11.6,29.6,0,22-05-2004
1238,52.7,52.1,98.2,11.8,29.5,0,23-05-2004
1239,54.3,53,96,9.7,29.4,0,24-05-2004
1240,51.4,50.4,96.8,7,29.6,0,25-05-2004
1241,54.9,51.6,90.2,4.9,29.5,0,26-05-2004
1242,53.5,47.3,80.5,8.2,29.4,0,27-05-2004
1243,56.1,43.1,70.7,10.6,29.4,0,28-05-2004
1244,51.5,38.5,64.5,9.9,29.8,0,29-05-2004
1245,55.9,34.5,50.3,6.3,29.7,0,30-05-2004
1246,51.5,48.5,90.5,21.6,29.3,0,31-05-2004
1247,55.4,52.2,87.9,8.3,28.7,0,01-06-2004
1248,56.3,53.6,89.5,4.3,29.5,0,02-06-2004
1249,59.3,44.3,60.1,10.8,29.8,0,03-06-2004
1250,55.4,42.7,62.5,9.2,30,0,04-06-2004
1251,56.1,46.4,70.1,10.3,29.8,0,05-06-2004
1252,57.5,54.5,89.2,6.9,29.8,0,06-06-2004
1253,63.5,57.1,80.9,3.5,29.8,0,07-06-2004
1254,65,58.7,80.5,7.3,29.8,0,08-06-2004
1255,71.3,62.9,75.9,7.8,29.7,0,09-06-2004
1256,59,54.3,84.8,11.3,29.8,0,10-06-2004
1257,58.2,44.1,60.2,8.5,29.8,0,11-06-2004
1258,59.5,44.9,59.3,7.6,29.8,0,12-06-2004
1259,61.4,55,80,11.5,29.7,0,13-06-2004
1260,66,62.3,88.8,8.2,29.5,0,14-06-2004
1261,64.3,60.2,88.2,4.7,29.7,0,15-06-2004
1262,63.7,54,70.4,5,29.9,0,16-06-2004
1263,64.7,60.8,86.8,10,29.7,0,17-06-2004
1264,67.1,61.6,83.2,6,29.7,0,18-06-2004
1265,61.5,47.5,60.9,13.3,29.7,0,19-06-2004
1266,59.2,46,62.8,11.5,29.8,0,20-06-2004
1267,62,56.3,82.2,6.4,29.6,0,21-06-2004
1268,61.8,58.8,91.5,8.1,29.4,0,22-06-2004
1269,63.3,51.1,65.2,9.8,29.7,0,23-06-2004
1270,62.9,53.1,72.8,12.7,29.7,0,24-06-2004
1271,56.4,48,75.1,6,29.8,0,25-06-2004
1272,60.5,48.1,66.9,10,29.7,0,26-06-2004
1273,61,47.2,63.4,10.1,29.7,0,27-06-2004
1274,56.9,51.6,83,3.1,29.8,0,28-06-2004
1275,62.4,51.8,71.8,11.3,29.7,0,29-06-2004
1276,61,50.8,70.3,5.2,29.8,0,30-06-2004
1277,65.6,55.7,72.7,8,29.7,0,01-07-2004
1278,64.4,52.7,66.7,6,29.8,0,02-07-2004
1279,64.2,53.7,69.1,7.7,29.8,0,03-07-2004
1280,65.7,61.5,87.1,11.6,29.5,0,04-07-2004
1281,64.8,59.6,83.8,11,29.5,0,05-07-2004
1282,62.9,54.4,74.4,7.4,29.7,0,06-07-2004
1283,64,60.8,89.8,10.2,29.5,0,07-07-2004
1284,62.3,58.4,87.9,8.5,29.5,0,08-07-2004
1285,64.2,56.7,76.9,9.2,29.8,0,09-07-2004
1286,65.4,58.8,80.4,4.9,29.8,0,10-07-2004
1287,69.9,60.6,72.8,6.1,29.8,0,11-07-2004
1288,68.9,64.2,85.8,12.1,29.6,0,12-07-2004
1289,68.2,66.2,93.9,9,29.5,0,13-07-2004
1290,68.6,65.2,89.6,6.9,29.3,0,14-07-2004
1291,65.8,59.2,79,14.3,29.3,0,15-07-2004
1292,70.3,61,73.9,9.5,29.4,0,16-07-2004
1293,69.7,61.6,75.6,5.3,29.6,0,17-07-2004
1294,69,62.7,80.4,7.6,29.6,0,18-07-2004
1295,68.9,64.2,85.9,4.7,29.6,0,19-07-2004
1296,69.6,65.7,88.2,3.8,29.6,0,20-07-2004
1297,69.8,66.2,91.4,3.9,29.6,0,21-07-2004
1298,74.1,70.3,87.3,8.2,29.5,0,22-07-2004
1299,68.2,56.9,67.9,11,29.7,0,23-07-2004
1300,64.5,48.6,56.6,8.3,30,0,24-07-2004
1301,66.3,53.5,63.3,7.2,30,0,25-07-2004
1302,66.8,56.1,68.6,10.4,29.9,0,26-07-2004
1303,65,62.9,91.3,16.1,29.7,0,27-07-2004
1304,65.7,64,93.8,5,29.7,0,28-07-2004
1305,66.7,64.3,92.6,2.8,29.8,0,29-07-2004
1306,71.5,68.3,90.2,5.1,29.7,0,30-07-2004
1307,70.3,68.5,94.6,6.5,29.6,0,31-07-2004
1308,70.9,62.8,76.5,7.2,29.7,0,01-08-2004
1309,72.8,66.3,81,9.2,29.7,0,02-08-2004
1310,73.7,67.6,81.8,7.4,29.6,0,03-08-2004
1311,69.5,62.9,80.5,5.8,29.6,0,04-08-2004
1312,64.5,49.3,58.5,12.8,29.7,0,05-08-2004
1313,62.9,48.3,59.6,9.3,29.7,0,06-08-2004
1314,63.1,52.9,69.2,5.2,29.7,0,07-08-2004
1315,67.7,58,72,6.5,29.8,0,08-08-2004
1316,68.5,59.7,74.1,6.7,29.8,0,09-08-2004
1317,71.7,65.7,82.2,13.7,29.5,0,10-08-2004
1318,67.1,59.4,76.2,12.3,29.5,0,11-08-2004
1319,63.4,55.8,77.8,5.3,29.7,0,12-08-2004
1320,62.8,56.7,81.2,5.4,29.7,0,13-08-2004
1321,63.9,57.5,80.9,4.5,29.9,0,14-08-2004
1322,66.6,59.6,78.2,4.5,30,0,15-08-2004
1323,67,58.3,74.5,5,29.9,0,16-08-2004
1324,67.2,59.5,76.4,6,29.8,0,17-08-2004
1325,68.4,64.6,87.6,9,29.6,0,18-08-2004
1326,67.2,58.5,76.4,12,29.6,0,19-08-2004
1327,61,53.6,77,6.8,29.7,0,20-08-2004
1328,62.3,49.8,65.7,8.7,29.7,0,21-08-2004
1329,61.1,51.6,72.4,7.4,29.7,0,22-08-2004
1330,65.9,58,77.3,8.1,29.7,0,23-08-2004
1331,60.8,53.3,76.5,17.6,29.9,0,24-08-2004
1332,69.9,64.7,84.2,11.8,29.8,0,25-08-2004
1333,70.2,65.2,85.4,4.3,29.8,0,26-08-2004
1334,70.6,69,94.3,6,29.7,0,27-08-2004
1335,69.4,67,92.4,5.4,29.6,0,28-08-2004
1336,68.2,65,90.1,5.8,29.6,0,29-08-2004
1337,66.2,59.7,79.5,8.3,29.8,0,30-08-2004
1338,65.9,57.8,75.4,7.6,29.8,0,31-08-2004
1339,66.8,55,66.8,7.7,29.9,0,01-09-2004
1340,66.3,58.8,76.9,9.6,30,0,02-09-2004
1341,68.7,65,88.3,5.8,29.9,0,03-09-2004
1342,70.6,66.6,87.8,5.5,29.9,0,04-09-2004
1343,70.4,67.4,90.8,16.1,29.9,0,05-09-2004
1344,70.2,66.3,88.3,6.3,29.8,0,06-09-2004
1345,70.3,66.1,87.5,8.6,29.7,0,07-09-2004
1346,65.2,58.1,77.9,19.1,29.8,0,08-09-2004
1347,62.8,59.1,88.8,17,29.6,0,09-09-2004
1348,65,57.5,78,5.7,29.9,0,10-09-2004
1349,65.1,57.2,75.5,4.6,29.9,0,11-09-2004
1350,68.5,61.3,77.8,5.6,29.8,0,12-09-2004
1351,65.7,59.6,80.2,11.4,30,0,13-09-2004
1352,67.5,62.8,85.2,11,29.9,0,14-09-2004
1353,70.8,65.5,84.2,7,29.8,0,15-09-2004
1354,71,65,82,11.6,29.6,0,16-09-2004
1355,59.9,50.5,71.3,6.8,29.7,0,17-09-2004
1356,57,42,58.8,11.4,29.9,0,18-09-2004
1357,55.5,42.3,61.8,6.9,30.1,0,19-09-2004
1358,60,49.1,67.7,4.9,30.1,0,20-09-2004
1359,66.1,56.5,71.7,7.2,30,0,21-09-2004
1360,68.1,58.6,71.9,6.1,29.9,0,22-09-2004
1361,69,59,71.8,4.6,30,0,23-09-2004
1362,67,64,90.1,5.7,29.9,0,24-09-2004
1363,68.8,59.9,74.5,9,29.8,0,25-09-2004
1364,62.6,55.7,78,7.2,29.9,0,26-09-2004
1365,63.6,56.3,77.5,3.9,29.8,0,27-09-2004
1366,63.2,54.1,73.8,8.7,29.7,0,28-09-2004
1367,57.1,45.8,66.5,8.6,29.8,0,29-09-2004
1368,59.9,48.3,66.8,7.3,29.8,0,30-09-2004
1369,60.3,49.2,67.5,5.5,29.8,0,01-10-2004
1370,61.9,54.7,77.8,17.2,29.7,0,02-10-2004
1371,55.4,40.4,58.8,12.7,29.9,0,03-10-2004
1372,56.1,37,58,15.4,29.7,0,04-10-2004
1373,47.7,36.5,65.9,7.6,30.1,0,05-10-2004
1374,52.7,42.3,68.3,12.2,30,0,06-10-2004
1375,56.9,49.7,77.5,4.8,30.1,0,07-10-2004
1376,56.1,52.7,89.5,3.9,29.9,0,08-10-2004
1377,58,51.1,79.4,16.8,29.6,0,09-10-2004
1378,52.6,43.1,69.9,8.5,29.9,0,10-10-2004
1379,45.3,37.3,74.5,7.2,30,0,11-10-2004
1380,48,39.4,73.8,5.5,29.7,0,12-10-2004
1381,50.5,45.4,82.8,9.5,29.4,0,13-10-2004
1382,53.9,48.6,83.3,9.4,29.3,0,14-10-2004
1383,55.1,52.4,91.1,11.1,29.1,0,15-10-2004
1384,49,44.1,83.5,17.2,29.1,0,16-10-2004
1385,44.4,37.9,79.7,22.8,29.4,0,17-10-2004
1386,43.8,38.1,81.6,10.8,29.8,0,18-10-2004
1387,45.6,32.6,71.5,26.2,29.8,0,19-10-2004
1388,46.1,44.9,94.7,21.1,29.8,0,20-10-2004
1389,46.5,45.2,93.9,7.2,29.9,0,21-10-2004
1390,47.4,44.3,88.7,12.4,30,0,22-10-2004
1391,50.3,44.5,79.8,12.3,29.8,0,23-10-2004
1392,49.9,48.2,94.4,7.7,29,0,24-10-2004
1393,50.7,50.1,98.3,2.1,29.8,0,25-10-2004
1394,48,47.9,99.8,2.8,29.9,0,26-10-2004
1395,51.7,47.5,87.2,7.3,30,0,27-10-2004
1396,47.5,40.7,76.5,11.3,30,0,28-10-2004
1397,51.1,48.1,90.5,13.5,29.1,0,29-10-2004
1398,55.7,54.3,95.7,10.1,28.8,0,30-10-2004
1399,53.3,44.8,73.3,19.7,29.5,0,31-10-2004
1400,46.9,38,71.3,8,29.9,0,01-11-2004
1401,48.3,45.7,90.8,11.9,28.8,0,02-11-2004
1402,43,27.7,71.7,8.4,30,0,03-11-2004
1403,44.3,41.7,91.6,10.2,29.3,0,04-11-2004
1404,42.6,33.4,75,21.4,28.9,0,05-11-2004
1405,50.1,39,65.3,16.6,29.4,0,06-11-2004
1406,48.9,34.7,72.2,13.2,29.5,0,07-11-2004
1407,37,22.6,59.7,12,29.9,0,08-11-2004
1408,33.3,19.8,58.5,5.9,30.2,0,09-11-2004
1409,46.6,35,70.8,15,30,0,10-11-2004
1410,42.6,29.2,60,12.3,30,0,11-11-2004
1411,36,21,55,10.2,30.2,0,12-11-2004
1412,35.8,18.6,51,8.9,30.4,0,13-11-2004
1413,39.8,19.7,62.7,9,30.5,0,14-11-2004
1414,42,31.6,75.3,5.9,30.3,0,15-11-2004
1415,45.1,35,74.8,4.7,30.1,0,16-11-2004
1416,47.4,47,98.7,6.7,29.9,0,17-11-2004
1417,48.1,47.6,98.4,4.5,29.8,0,18-11-2004
1418,46.9,41.1,80.3,10.3,29.9,0,19-11-2004
1419,43.8,42.8,96.6,17.3,29.8,0,20-11-2004
1420,47.3,36.8,78.9,8.7,29.9,0,21-11-2004
1421,43.1,28.9,71.6,7,29.9,0,22-11-2004
1422,44.4,41.9,92.4,7.6,29.7,0,23-11-2004
1423,39.1,33.5,91,11,28.6,0,24-11-2004
1424,32.8,22,77.8,15.8,29.2,0,25-11-2004
1425,34.8,27.9,76.5,10.2,29.7,0,26-11-2004
1426,43.6,36,78.7,9.6,29.7,0,27-11-2004
1427,44.5,37.6,84.2,17.9,29.5,0,28-11-2004
1428,38.4,23.2,63.2,9.5,30,0,29-11-2004
1429,39.9,22.3,79.4,6.5,29.8,0,30-11-2004
1430,41.5,37.4,90.5,14.9,29.3,0,01-12-2004
1431,37.3,22.3,74.3,11.7,29.7,0,02-12-2004
1432,33.5,21.9,72.8,14.9,29.6,0,03-12-2004
1433,39.4,31.8,77,24.4,29.5,0,04-12-2004
1434,34,21.5,60.4,11.7,29.9,0,05-12-2004
1435,30.2,26.7,89.7,28.3,29.9,0,06-12-2004
1436,37.3,30.7,98,25.4,29.4,0,07-12-2004
1437,42.2,32.6,74.6,18.3,29.6,0,08-12-2004
1438,39.5,36,85,9.6,28.8,0,09-12-2004
1439,37.1,36,93.9,22.1,28.9,0,10-12-2004
1440,33.3,22.3,89.5,9.3,29.2,0,11-12-2004
1441,35,30.4,87.2,14.6,29.2,0,12-12-2004
1442,34.2,24.1,73.9,15.1,29.3,0,13-12-2004
1443,19.8,10.6,67.5,9.5,30,0,14-12-2004
1444,29.3,20.6,71.2,15.1,30.1,0,15-12-2004
1445,36.1,24.2,81.8,25.9,29.7,0,16-12-2004
1446,26.1,14,61.5,12,29.9,0,17-12-2004
1447,36.1,26.3,78.2,17,29.6,0,18-12-2004
1448,16.2,6.6,66,19,28.8,0,19-12-2004
1449,8.7,-1,65.5,10,29.8,0,20-12-2004
1450,27.2,20.1,75,12.2,29.6,0,21-12-2004
1451,29.3,26.4,87.5,8.8,29.9,0,22-12-2004
1452,27.1,23.1,84.9,13.3,29.2,0,23-12-2004
1453,17.3,9.4,71.8,16.2,29.9,0,24-12-2004
1454,15.8,7.4,70.1,7.6,30,0,25-12-2004
1455,17.8,12,78.9,14.6,30,0,26-12-2004
1456,11.5,-0.9,59.4,11,30.3,0,27-12-2004
1457,25.3,18.6,75.8,15,30,0,28-12-2004
1458,35.6,20.8,86.4,9,29.9,0,29-12-2004
1459,36.2,29,92.5,8.7,30,0,30-12-2004
1460,41.4,41.2,99,11.9,29.7,0,31-12-2004
1461,36,25.6,66,11.3,30.2,0,01-01-2005
1462,36.5,33.5,96.2,7.9,30,0,02-01-2005
1463,37.3,25.6,85.5,4.8,30,0,03-01-2005
1464,34.5,21.9,78.1,6.1,30,0,04-01-2005
1465,28.1,20,72.5,9.6,30,0,05-01-2005
1466,26.3,22.6,86.3,19.8,29.4,0,06-01-2005
1467,29.3,21.3,72.5,14.2,29.9,0,07-01-2005
1468,32.3,26.5,79.9,7.3,29.9,0,08-01-2005
1469,33.2,11.2,86.3,6.1,30,0,09-01-2005
1470,35.1,24.4,72.9,13.8,29.8,0,10-01-2005
1471,28.4,21.9,75.8,19.3,29.9,0,11-01-2005
1472,34.8,27.8,96,17.4,29.3,0,12-01-2005
1473,41.7,33.9,92.3,10.4,29.4,0,13-01-2005
1474,28.2,9,74.8,15,29.9,0,14-01-2005
1475,18.2,7.4,62.5,16.2,30.4,0,15-01-2005
1476,18.5,10.1,70.2,8.1,30.3,0,16-01-2005
1477,13.9,5.6,69.7,10.8,30.2,0,17-01-2005
1478,6.2,-4.3,62.6,12.4,30.4,0,18-01-2005
1479,25.9,20.9,81.8,21.3,29.6,0,19-01-2005
1480,10.2,-0.6,62.5,12.4,29.8,0,20-01-2005
1481,0.6,-11.6,56.6,9.6,30.1,0,21-01-2005
1482,5,-1.1,75.4,19.8,29.7,0,22-01-2005
1483,3.3,-10.4,54.3,14.7,30,0,23-01-2005
1484,20.8,14.9,78.3,17.2,29.6,0,24-01-2005
1485,22.4,16.6,78.9,12.5,29.5,0,25-01-2005
1486,15.2,7.2,71.7,16.8,29.6,0,26-01-2005
1487,3.8,-11,51.4,7.9,30.4,0,27-01-2005
1488,10.4,2.3,70.6,4.5,30.5,0,28-01-2005
1489,20.9,14.7,78.2,2.2,30.1,0,29-01-2005
1490,25.9,16,67.2,5.8,30,0,30-01-2005
1491,23.9,15.3,70,7.8,30.1,0,31-01-2005
1492,23.3,16.6,76.2,3.3,30.2,0,01-02-2005
1493,25.4,21.1,83.4,7.3,30.2,0,02-02-2005
1494,27.6,24.6,89.2,2.2,30,0,03-02-2005
1495,26.3,23.8,90.3,2.3,30.1,0,04-02-2005
1496,28.4,26.9,92.3,5.4,30.2,0,05-02-2005
1497,31,21,96.9,7,30.1,0,06-02-2005
1498,33.9,23.9,94,4.2,29.9,0,07-02-2005
1499,35.8,32.4,93.1,6.1,29.8,0,08-02-2005
1500,27.2,21.9,81,7.7,29,0,09-02-2005
1501,23.4,14.5,69.7,11.9,29.6,0,10-02-2005
1502,27.7,18.4,68.2,15.5,29.6,0,11-02-2005
1503,32.9,25,72.9,14.9,29.4,0,12-02-2005
1504,22.1,12.2,65.7,11.7,30,0,13-02-2005
1505,35.2,29.3,86.3,16.3,29.5,0,14-02-2005
1506,37.9,29.8,92,8.9,28.8,0,15-02-2005
1507,33,21.9,83.4,9.1,29.2,0,16-02-2005
1508,26.8,19.1,73.9,11.1,29.6,0,17-02-2005
1509,15.1,5.4,65.8,13.2,29.9,0,18-02-2005
1510,24,13.9,65.9,17.5,30,0,19-02-2005
1511,26.1,20.9,81.1,17.2,29.9,0,20-02-2005
1512,30.4,27.9,90.6,12.4,29.6,0,21-02-2005
1513,32,25.9,79.2,6,29.8,0,22-02-2005
1514,21.3,10,62.3,8.7,30,0,23-02-2005
1515,18.9,8.8,65.6,15.7,30,0,24-02-2005
1516,24.5,18.1,78.1,9.4,29.9,0,25-02-2005
1517,24.8,16.9,73.2,10,29.9,0,26-02-2005
1518,21.5,13.7,71.8,7.8,30,0,27-02-2005
1519,31.7,21.4,89.8,14,29.4,0,28-02-2005
1520,28.2,24.6,86.6,16.3,29.2,0,01-03-2005
1521,21.1,14.6,75.5,12.6,29.5,0,02-03-2005
1522,19.4,7.5,60.1,12.3,29.7,0,03-03-2005
1523,25.1,13.3,61.4,11.5,29.7,0,04-03-2005
1524,28.5,17.3,64,10.9,29.7,0,05-03-2005
1525,35.7,18.1,75.2,17.4,29.4,0,06-03-2005
1526,34.2,23.2,85.7,15.3,29,0,07-03-2005
1527,12.8,-1.3,54,16.5,29.4,0,08-03-2005
1528,17,7.3,67.3,14,29.5,0,09-03-2005
1529,21.6,13.3,72.8,11.8,29.4,0,10-03-2005
1530,27.6,23,82.8,5.5,29.2,0,11-03-2005
1531,28.8,22.3,75.9,9.2,29.2,0,12-03-2005
1532,24.2,12.9,62.9,8.7,29.6,0,13-03-2005
1533,25,12.5,59.9,8.5,29.8,0,14-03-2005
1534,23.4,16.8,61.4,11.3,29.9,0,15-03-2005
1535,21.5,21.3,68.1,8,29.9,0,16-03-2005
1536,30.9,27.5,87.7,4,29.7,0,17-03-2005
1537,31,23.9,75,4.8,29.8,0,18-03-2005
1538,33.7,25,71.3,18.8,29.9,0,19-03-2005
1539,34.4,21.3,83.8,13.2,29.8,0,20-03-2005
1540,35.5,20.2,86.5,5.4,29.8,0,21-03-2005
1541,35.4,20.3,69.2,8.9,29.9,0,22-03-2005
1542,31.7,25.1,78.3,19.7,29.7,0,23-03-2005
1543,32.7,26.6,90.1,8.9,29.7,0,24-03-2005
1544,36.2,26,71.3,9.1,29.8,0,25-03-2005
1545,32.6,22.8,68.2,5.7,29.9,0,26-03-2005
1546,35.6,22.8,78.3,5.9,29.8,0,27-03-2005
1547,41,38.1,90.3,13.2,29.4,0,28-03-2005
1548,42.2,37.3,83.5,5.6,29.6,0,29-03-2005
1549,37.7,33.9,92.4,7.7,29.7,0,30-03-2005
1550,44.6,40.6,86.3,14.7,29.5,0,31-03-2005
1551,46.1,36.1,68.9,14.9,28.6,0,01-04-2005
1552,37.9,33.3,86.7,20.2,29.4,0,02-04-2005
1553,35.7,32.3,93.7,21,29.1,0,03-04-2005
1554,43.1,16.7,58.3,14.7,29.6,0,04-04-2005
1555,42.7,24.6,62,9.5,29.8,0,05-04-2005
1556,46.2,32.9,60.3,14.4,29.8,0,06-04-2005
1557,45.3,40.3,83.4,9.2,29.6,0,07-04-2005
1558,44.6,35.7,76.4,4.7,29.8,0,08-04-2005
1559,46,27.6,55.3,9.3,29.9,0,09-04-2005
1560,47.2,24.8,53.5,3.2,29.9,0,10-04-2005
1561,42,22.6,47,13.6,30,0,11-04-2005
1562,39.8,23.6,55.8,13.3,29.9,0,12-04-2005
1563,45.2,22.8,42.3,10.1,29.8,0,13-04-2005
1564,46.9,24.6,47.4,8.5,30,0,14-04-2005
1565,44.7,24.3,47.6,15.2,30.2,0,15-04-2005
1566,49.5,23.8,49,6.7,30.2,0,16-04-2005
1567,51,32.8,60.8,2.9,29.9,0,17-04-2005
1568,52.2,38.6,60.6,7.9,29.9,0,18-04-2005
1569,52.1,42.6,71.4,4,29.7,0,19-04-2005
1570,50.2,47.1,89.6,8.6,29.5,0,20-04-2005
1571,42.8,23.8,55.9,8.5,29.8,0,21-04-2005
1572,44.5,24.6,69.6,14,29.5,0,22-04-2005
1573,44.7,44.3,97.9,18.4,29.2,0,23-04-2005
1574,39,37.9,96,9.2,29,0,24-04-2005
1575,39.7,36.2,86.9,15.8,29.1,0,25-04-2005
1576,47.7,41,78.7,7.2,29.3,0,26-04-2005
1577,47.1,44.9,91.9,11.7,29.3,0,27-04-2005
1578,43.5,37.8,83.3,10,29.1,0,28-04-2005
1579,44,32.4,71.3,6.1,29.7,0,29-04-2005
1580,45.6,35.4,74,9.8,28.5,0,30-04-2005
1581,45.7,35.3,74.4,10.8,29.6,0,01-05-2005
1582,44,37.7,80.3,14.4,29.1,0,02-05-2005
1583,41.8,31.7,77.2,11.2,29.8,0,03-05-2005
1584,42.3,34.7,75,6.2,30.1,0,04-05-2005
1585,44,33.2,74.8,6.5,30.2,0,05-05-2005
1586,49,35.6,67.3,11.7,29.9,0,06-05-2005
1587,50.6,41.8,71.8,6.8,29.8,0,07-05-2005
1588,55,39.3,56.1,5.8,29.8,0,08-05-2005
1589,52,44,74.2,9.5,29.8,0,09-05-2005
1590,54.4,44.7,70.2,8.8,29.6,0,10-05-2005
1591,55.6,49.2,80.2,10.6,29.7,0,11-05-2005
1592,42.3,25.5,54.6,10,30.1,0,12-05-2005
1593,45.1,22.5,58.8,20.5,29.9,0,13-05-2005
1594,49.8,48,93.8,7.4,29.5,0,14-05-2005
1595,50.6,47.1,88.6,9.1,29.5,0,15-05-2005
1596,48.8,38.6,68.8,10.5,29.7,0,16-05-2005
1597,47.8,39,72,5.5,29.9,0,17-05-2005
1598,49.9,34.5,62,5.4,29.9,0,18-05-2005
